weight,age,height
55,26,170.18
70,36,154.94
65,38,167.64
63,29,167.64
57,29,157.48
56,31,165.1
56,34,160.02
70,37,167.64
74,27,170.18
68,25,180.34
57,39,170.18
56,33,172.72
56,49,162.56
83,33,175.26
61,35,162.56
71,41,170.18
58,26,167.64
47,40,157.48
65,34,175.26
60,40,172.72
45,21,165.1
55,33,157.48
68,39,160.02
53,58,172.72
53,47,165.1
58,24,180.34
52,36,157.48
49,22,149.86
49,36,157.48
68,29,167.64
70,38,160.02
65,26,172.72
61,27,172.72
61,23,167.64
56,40,167.64
72,28,170.18
58,29,170.18
63,31,170.18
56,35,165.1
72,31,157.48
45,28,167.64
63,,160.02
58,33,162.56
63,27,165.1
56,35,165.1
68,33,167.64
70,37,175.26
63,27,167.64
63,25,177.8
56,21,170.18
56,48,167.64
68,35,170.18
61,31,172.72
49,27,160.02
92,25,165.1
58,32,165.1
79,35,170.18
56,36,180.34
58,32,165.1
66,27,160.02
95,32,170.18
70,33,172.72
56,27,170.18
52,30,162.56
70,41,160.02
57,34,165.1
58,21,152.4
58,29,160.02
58,60,167.64
72,29,172.72
68,46,162.56
58,36,170.18
58,27,167.64
61,29,167.64
56,27,162.56
46,32,157.48
52,40,165.1
81,45,172.72
86,32,165.1
56,29,165.1
61,37,167.64
57,29,172.72
69,35,170.18
65,36,157.48
58,27,172.72
53,38,162.56
58,25,160.02
61,40,175.26
55,26,170.18
52,29,170.18
65,28,167.64
63,45,167.64
44,27,154.94
52,29,162.56
54,29,162.56
52,36,162.56
65,33,172.72
58,25,170.18
81,42,165.1
63,29,160.02
54,47,162.56
77,41,170.18
61,36,175.26
52,24,162.56
47,29,157.48
61,27,172.72
63,42,162.56
113,32,172.72
63,26,162.56
58,33,177.8
53,28,162.56
58,48,167.64
61,32,172.72
65,45,172.72
61,47,162.56
52,31,160.02
74,22,175.26
61,37,172.72
75,25,177.8
52,30,162.56
68,27,175.26
65,43,162.56
58,36,170.18
52,37,160.02
52,34,157.48
57,29,154.94
65,28,165.1
55,55,165.1
56,31,170.18
68,34,177.8
56,36,167.64
53,40,160.02
104,39,157.48
53,36,162.56
49,31,160.02
63,42,175.26
72,27,172.72
61,24,172.72
90,43,172.72
55,24,162.56
56,35,165.1
54,37,170.18
47,41,162.56
63,39,167.64
68,28,165.1
74,26,172.72
52,42,154.94
72,36,172.72
52,22,157.48
58,30,165.1
74,27,182.88
45,29,154.94
86,38,170.18
65,30,167.64
63,39,175.26
54,34,157.48
99,58,172.72
79,50,172.72
58,29,162.56
68,30,182.88
58,22,152.4
59,34,165.1
58,32,162.56
45,29,152.4
58,27,172.72
47,32,154.94
52,43,160.02
58,29,165.1
61,32,167.64
74,29,167.64
58,29,162.56
47,30,157.48
61,34,170.18
48,26,162.56
72,26,167.64
63,28,162.56
58,38,167.64
48,46,157.48
68,44,172.72
65,44,172.72
57,53,162.56
62,32,160.02
58,32,157.48
50,30,157.48
68,33,167.64
63,34,162.56
56,30,165.1
56,30,170.18
65,30,177.8
56,31,177.8
58,35,170.18
61,40,177.8
63,31,170.18
70,55,167.64
58,34,165.1
68,48,165.1
58,30,162.56
74,35,175.26
53,33,154.94
65,23,180.34
51,31,165.1
61,34,167.64
54,28,170.18
47,35,160.02
56,35,157.48
72,35,162.56
49,28,157.48
56,38,162.56
58,29,167.64
63,29,182.88
65,37,172.72
65,27,170.18
63,21,165.1
54,36,160.02
70,44,167.64
63,29,165.1
64,25,160.02
63,25,177.8
65,24,170.18
46,26,157.48
52,32,175.26
81,22,170.18
61,33,160.02
69,32,167.64
61,50,172.72
65,31,172.72
58,28,167.64
68,34,152.4
61,58,165.1
56,34,172.72
61,29,152.4
72,37,172.72
63,37,175.26
58,30,177.8
47,32,152.4
68,35,165.1
68,34,165.1
61,32,167.64
58,30,165.1
55,37,167.64
63,32,167.64
81,37,170.18
47,21,157.48
56,39,165.1
55,28,172.72
65,45,170.18
63,32,175.26
54,45,157.48
45,32,152.4
54,25,152.4
58,47,172.72
78,43,175.26
70,34,167.64
74,49,162.56
55,30,165.1
61,28,170.18
66,32,167.64
52,38,180.34
81,20,167.64
70,44,154.94
63,30,154.94
56,34,165.1
58,46,160.02
63,50,165.1
80,53,177.8
53,27,149.86
52,34,160.02
54,34,165.1
63,27,167.64
54,50,157.48
58,30,172.72
58,50,162.56
56,27,162.56
65,33,167.64
52,21,154.94
56,32,160.02
63,25,175.26
74,46,172.72
61,26,170.18
67,37,162.56
56,32,175.26
59,35,162.56
64,34,165.1
81,37,182.88
54,36,160.02
58,44,172.72
49,43,154.94
57,23,160.02
74,40,162.56
77,34,157.48
72,33,177.8
86,34,165.1
56,46,162.56
63,33,162.56
53,31,162.56
45,34,152.4
65,53,170.18
60,26,165.1
53,29,157.48
63,34,175.26
58,30,175.26
68,28,175.26
97,26,172.72
54,24,167.64
65,48,162.56
63,62,175.26
57,37,157.48
74,30,177.8
45,37,157.48
65,37,172.72
65,27,182.88
62,25,167.64
61,40,175.26
63,55,162.56
58,30,162.56
56,38,165.1
70,32,170.18
72,30,175.26
52,54,170.18
54,34,167.64
68,18,165.1
66,31,165.1
90,35,165.1
61,30,165.1
65,19,170.18
61,37,167.64
65,44,180.34
53,31,162.56
61,32,167.64
70,26,167.64
56,31,157.48
58,27,160.02
58,34,175.26
58,35,170.18
54,28,154.94
58,21,167.64
68,31,172.72
52,36,160.02
54,29,160.02
49,31,154.94
56,33,167.64
68,33,162.56
42,34,154.94
63,32,175.26
61,38,175.26
52,32,160.02
61,48,172.72
54,27,162.56
49,39,157.48
65,34,167.64
60,31,170.18
64,35,165.1
61,54,167.64
58,30,177.8
47,38,154.94
58,49,162.56
61,30,162.56
72,28,167.64
65,47,162.56
56,38,167.64
70,36,175.26
54,26,165.1
56,33,170.18
68,41,170.18
81,31,170.18
55,37,167.64
50,32,162.56
63,21,160.02
47,31,162.56
59,48,167.64
65,34,172.72
53,35,157.48
49,32,157.48
80,33,175.26
71,32,170.18
58,26,177.8
56,26,170.18
51,29,165.1
68,37,175.26
54,30,162.56
64,37,160.02
55,46,172.72
72,29,165.1
58,37,175.26
58,39,165.1
68,27,160.02
61,28,170.18
58,36,172.72
72,30,180.34
65,26,160.02
65,32,162.56
77,23,162.56
62,30,162.56
69,29,167.64
56,34,162.56
58,40,167.64
62,32,162.56
69,36,160.02
74,35,165.1
58,31,170.18
74,36,170.18
74,30,175.26
70,46,167.64
54,28,157.48
58,36,170.18
79,21,167.64
54,30,157.48
61,29,165.1
95,40,177.8
58,33,160.02
61,45,167.64
56,33,170.18
54,28,172.72
71,36,175.26
72,29,167.64
54,36,167.64
61,31,170.18
74,30,172.72
56,30,167.64
56,51,157.48
62,34,167.64
56,45,
70,31,162.56
68,42,165.1
58,40,162.56
53,38,162.56
63,33,165.1
58,55,160.02
81,29,172.72
68,29,167.64
68,38,170.18
63,32,167.64
72,42,170.18
74,45,160.02
70,40,177.8
63,34,162.56
83,40,180.34
49,28,154.94
56,22,165.1
81,36,180.34
86,25,167.64
77,29,162.56
65,38,160.02
58,29,162.56
56,28,162.56
79,32,167.64
54,30,160.02
65,25,157.48
68,35,172.72
74,28,172.72
58,34,175.26
77,40,162.56
65,55,162.56
56,36,162.56
54,44,152.4
49,36,157.48
61,30,170.18
48,26,162.56
63,38,175.26
68,27,165.1
77,26,175.26
63,25,167.64
49,34,170.18
52,32,167.64
83,32,167.64
63,31,170.18
63,45,172.72
58,26,162.56
63,34,177.8
72,36,170.18
45,29,152.4
48,31,157.48
67,37,170.18
68,29,172.72
55,42,162.56
58,36,172.72
57,30,152.4
54,27,160.02
54,30,165.1
81,50,170.18
70,42,165.1
61,54,170.18
63,30,167.64
57,29,162.56
56,24,162.56
52,19,165.1
58,34,162.56
54,40,162.56
65,34,175.26
61,28,167.64
90,40,175.26
56,24,162.56
65,26,172.72
61,33,157.48
57,30,162.56
57,40,165.1
63,27,182.88
63,37,170.18
58,37,157.48
68,34,152.4
63,29,157.48
65,33,162.56
58,32,165.1
61,34,175.26
56,63,152.4
65,29,172.72
88,29,160.02
72,45,170.18
81,36,162.56
79,39,170.18
77,35,172.72
54,31,160.02
58,36,160.02
55,25,170.18
88,29,172.72
77,40,172.72
65,29,167.64
62,43,175.26
54,30,162.56
81,36,167.64
58,51,157.48
52,33,162.56
68,44,162.56
72,29,162.56
49,25,162.56
54,35,162.56
56,27,162.56
72,29,160.02
58,18,162.56
58,29,162.56
68,39,177.8
63,30,167.64
58,40,165.1
56,30,162.56
55,26,170.18
56,32,167.64
53,29,154.94
47,34,152.4
53,48,160.02
70,23,165.1
58,32,167.64
62,41,175.26
56,31,160.02
58,37,177.8
47,27,162.56
63,38,152.4
64,65,162.56
53,32,162.56
81,35,167.64
68,35,182.88
63,51,170.18
54,44,170.18
58,26,170.18
65,30,162.56
55,35,160.02
48,40,154.94
68,26,175.26
65,48,180.34
58,32,162.56
49,30,165.1
61,47,157.48
49,29,162.56
60,34,165.1
68,35,167.64
52,39,165.1
81,29,177.8
81,50,165.1
45,33,154.94
58,38,172.72
58,27,167.64
58,34,172.72
61,48,170.18
51,30,154.94
65,26,162.56
58,38,177.8
58,38,177.8
65,28,162.56
65,32,175.26
70,29,162.56
65,29,172.72
65,26,162.56
61,29,
58,28,165.1
58,32,170.18
72,32,185.42
58,26,160.02
112,33,182.88
62,32,165.1
64,63,170.18
58,53,160.02
54,47,167.64
58,36,160.02
74,31,175.26
74,24,152.4
61,27,165.1
68,32,177.8
51,41,157.48
65,34,162.56
54,31,167.64
58,38,165.1
81,42,172.72
78,36,172.72
58,20,162.56
58,48,170.18
81,31,165.1
61,36,167.64
70,29,167.64
68,28,175.26
58,33,165.1
58,49,165.1
52,32,160.02
45,34,157.48
40,28,152.4
58,36,160.02
63,19,170.18
79,36,175.26
58,31,167.64
58,26,170.18
79,32,165.1
56,46,165.1
63,25,172.72
62,42,177.8
62,31,160.02
68,51,162.56
61,38,167.64
67,29,175.26
63,37,162.56
56,37,157.48
60,29,162.56
86,30,
63,,162.56
61,30,175.26
77,27,165.1
65,37,157.48
61,43,165.1
52,34,149.86
49,39,154.94
58,29,165.1
68,32,167.64
61,28,162.56
65,40,162.56
63,32,167.64
49,40,160.02
80,41,170.18
72,29,167.64
58,31,165.1
61,29,165.1
68,20,170.18
54,43,154.94
68,26,162.56
58,34,160.02
61,34,162.56
55,27,172.72
56,26,165.1
58,54,165.1
61,46,165.1
64,33,165.1
83,47,157.48
74,40,172.72
63,30,167.64
49,42,154.94
61,30,170.18
77,32,160.02
58,30,172.72
56,46,162.56
68,35,160.02
48,33,162.56
58,43,165.1
49,34,160.02
67,36,172.72
72,43,170.18
63,32,167.64
56,33,157.48
86,36,162.56
52,32,144.78
61,36,165.1
52,42,167.64
79,34,175.26
74,32,177.8
58,52,172.72
52,31,167.64
49,26,165.1
63,30,175.26
58,34,160.02
90,43,177.8
63,32,172.72
56,34,167.64
47,25,152.4
68,54,172.72
57,32,162.56
56,39,160.02
83,38,167.64
65,27,175.26
66,34,160.02
65,31,165.1
54,56,162.56
48,32,152.4
72,39,172.72
53,34,165.1
58,32,170.18
55,31,160.02
52,,167.64
68,29,167.64
52,28,160.02
52,39,165.1
44,22,149.86
83,31,165.1
63,28,170.18
51,31,172.72
46,35,162.56
68,36,165.1
61,28,170.18
50,27,152.4
56,37,157.48
52,48,157.48
77,42,177.8
58,35,157.48
61,26,172.72
63,40,162.56
61,32,162.56
53,31,162.56
49,19,157.48
43,32,162.56
86,47,167.64
56,31,167.64
62,29,170.18
49,26,160.02
68,33,162.56
54,26,162.56
52,32,157.48
61,29,165.1
68,42,172.72
86,33,165.1
56,42,172.72
68,36,170.18
61,54,175.26
54,39,160.02
58,29,160.02
63,32,170.18
58,54,167.64
66,47,162.56
68,28,170.18
68,28,170.18
56,26,160.02
58,29,162.56
56,26,162.56
70,38,162.56
62,29,172.72
61,44,162.56
59,50,175.26
65,47,162.56
58,27,175.26
71,40,165.1
57,60,157.48
61,40,167.64
68,49,172.72
54,32,157.48
63,25,162.56
77,34,160.02
68,67,160.02
52,33,170.18
61,30,167.64
68,33,152.4
68,29,157.48
55,38,160.02
58,39,167.64
63,48,180.34
77,41,160.02
68,30,160.02
71,32,160.02
77,48,167.64
77,46,172.72
74,33,170.18
79,33,175.26
74,39,172.72
77,27,167.64
79,53,175.26
58,42,157.48
72,38,180.34
73,50,165.1
65,36,162.56
54,24,160.02
53,25,170.18
49,33,157.48
77,25,177.8
52,32,157.48
58,32,170.18
67,55,177.8
52,37,154.94
58,32,175.26
63,32,167.64
65,34,157.48
63,34,160.02
65,38,170.18
61,25,157.48
54,34,160.02
59,43,157.48
79,31,160.02
77,31,167.64
56,34,165.1
72,49,160.02
62,35,170.18
58,28,165.1
58,34,175.26
49,36,162.56
57,36,175.26
63,36,162.56
61,26,170.18
70,36,175.26
57,31,167.64
74,36,175.26
74,49,170.18
47,44,157.48
58,37,167.64
63,34,172.72
50,40,154.94
74,31,165.1
52,29,154.94
68,29,167.64
61,25,167.64
47,30,167.64
49,29,160.02
61,25,165.1
68,36,165.1
48,35,165.1
45,42,152.4
58,54,165.1
63,30,170.18
74,27,182.88
65,37,167.64
52,23,177.8
74,27,162.56
62,33,170.18
65,41,160.02
58,25,165.1
62,32,167.64
55,32,157.48
47,32,160.02
63,37,167.64
58,38,177.8
72,38,177.8
58,35,157.48
58,26,172.72
58,23,170.18
56,45,154.94
69,24,177.8
108,31,172.72
63,44,170.18
61,29,165.1
48,32,152.4
58,26,167.64
65,28,170.18
68,34,162.56
64,30,152.4
44,28,157.48
61,26,167.64
72,47,162.56
52,53,165.1
61,35,172.72
58,34,170.18
56,50,165.1
62,28,162.56
52,29,170.18
47,26,162.56
56,31,160.02
63,53,167.64
61,37,160.02
74,35,160.02
48,51,157.48
58,51,165.1
68,29,160.02
58,30,167.64
58,38,170.18
79,51,167.64
65,25,167.64
54,30,175.26
68,38,167.64
86,38,157.48
73,33,154.94
61,36,180.34
51,32,157.48
72,27,170.18
81,32,162.56
61,37,157.48
58,30,160.02
61,42,162.56
48,55,154.94
62,33,165.1
55,42,167.64
68,30,162.56
63,30,165.1
70,33,167.64
63,28,162.56
71,33,170.18
57,29,165.1
56,30,154.94
58,39,167.64
61,36,157.48
53,25,157.48
61,32,167.64
54,32,162.56
63,45,165.1
63,34,175.26
58,27,170.18
56,29,160.02
65,28,167.64
68,38,175.26
72,28,162.56
59,24,170.18
54,32,152.4
56,35,165.1
58,29,162.56
58,46,162.56
52,26,172.72
61,40,170.18
58,32,172.72
65,38,162.56
56,21,160.02
56,38,167.64
52,27,160.02
65,31,172.72
56,29,160.02
81,30,172.72
108,21,162.56
88,33,167.64
48,30,162.56
45,29,144.78
75,46,162.56
56,36,165.1
74,36,175.26
63,28,162.56
58,61,160.02
68,27,172.72
68,43,180.34
63,31,172.72
49,32,160.02
69,38,162.56
58,29,162.56
56,29,165.1
65,37,167.64
55,45,170.18
61,34,165.1
99,28,165.1
43,29,149.86
67,39,162.56
54,39,162.56
58,22,157.48
63,37,162.56
61,46,165.1
58,48,170.18
58,28,157.48
58,30,167.64
68,28,170.18
61,29,162.56
48,25,152.4
68,26,170.18
65,47,167.64
43,46,152.4
49,31,157.48
65,34,167.64
54,22,160.02
49,25,157.48
53,25,160.02
54,35,167.64
54,29,160.02
56,38,160.02
56,42,162.56
54,50,157.48
49,53,149.86
53,52,
58,37,167.64
51,47,165.1
81,28,172.72
58,28,162.56
56,28,162.56
63,34,162.56
61,31,167.64
61,29,170.18
55,39,162.56
66,48,170.18
45,32,162.56
62,35,167.64
68,24,185.42
56,47,177.8
65,27,175.26
63,34,172.72
62,42,167.64
54,36,160.02
58,30,165.1
58,29,170.18
56,29,160.02
53,30,160.02
58,31,167.64
56,39,170.18
52,57,160.02
81,31,172.72
47,28,152.4
49,41,157.48
52,31,160.02
63,34,172.72
68,33,172.72
65,25,172.72
52,18,157.48
52,27,157.48
72,35,165.1
52,30,167.64
56,38,162.56
56,47,165.1
54,35,160.02
77,68,167.64
58,48,167.64
54,29,167.64
61,41,162.56
63,26,152.4
52,45,160.02
77,33,172.72
56,29,162.56
56,32,157.48
47,32,165.1
58,34,167.64
68,23,175.26
65,29,170.18
55,34,167.64
56,32,165.1
56,35,170.18
65,22,177.8
63,30,165.1
55,26,170.18
61,41,157.48
63,27,165.1
61,29,165.1
70,32,162.56
54,30,157.48
63,28,157.48
49,34,160.02
56,29,167.64
58,51,157.48
68,22,167.64
56,33,160.02
56,39,160.02
56,40,167.64
63,27,170.18
61,30,170.18
70,38,162.56
51,43,162.56
52,36,162.56
58,40,162.56
73,47,182.88
99,28,177.8
63,32,167.64
68,52,177.8
54,28,165.1
86,39,182.88
58,26,170.18
52,45,157.48
54,37,162.56
61,31,157.48
65,33,170.18
59,29,160.02
77,35,165.1
93,35,167.64
50,31,147.32
58,36,157.48
63,44,165.1
72,29,167.64
54,29,160.02
74,31,175.26
62,25,167.64
59,31,175.26
58,29,162.56
81,31,157.48
56,45,170.18
61,28,167.64
54,24,154.94
54,34,165.1
58,28,175.26
58,28,152.4
61,27,162.56
95,32,175.26
63,38,167.64
72,29,172.72
52,46,162.56
54,47,157.48
58,21,167.64
48,29,160.02
74,31,170.18
53,34,165.1
48,38,160.02
96,38,167.64
52,51,160.02
54,31,162.56
52,41,165.1
56,32,172.72
68,42,180.34
65,59,167.64
54,33,154.94
68,25,172.72
55,31,157.48
54,38,160.02
52,28,154.94
72,29,167.64
60,39,162.56
83,36,170.18
56,33,170.18
58,34,175.26
58,27,167.64
53,38,157.48
58,36,157.48
68,31,177.8
54,33,165.1
61,31,162.56
61,35,160.02
65,31,157.48
54,35,167.64
78,33,170.18
62,32,170.18
54,34,157.48
68,35,167.64
54,35,165.1
63,41,162.56
54,28,160.02
58,25,170.18
55,42,167.64
58,39,160.02
47,30,162.56
55,29,157.48
54,31,172.72
54,31,157.48
81,30,172.72
58,31,162.56
63,35,162.56
61,26,172.72
61,38,157.48
54,41,157.48
61,31,172.72
61,34,165.1
73,63,172.72
54,23,165.1
113,40,182.88
53,38,162.56
65,30,170.18
61,32,172.72
54,30,157.48
68,35,175.26
63,38,167.64
68,29,167.64
53,32,165.1
52,36,157.48
61,35,167.64
51,25,162.56
61,28,162.56
81,32,172.72
52,30,160.02
52,35,152.4
61,39,175.26
56,32,157.48
54,27,
62,43,177.8
54,31,167.64
61,34,165.1
66,55,167.64
70,40,165.1
63,39,172.72
56,35,165.1
58,26,157.48
68,35,177.8
58,34,170.18
57,33,172.72
72,35,167.64
77,39,172.72
56,31,165.1
72,35,170.18
66,42,154.94
45,27,157.48
56,43,162.56
55,29,165.1
81,39,170.18
58,44,162.56
58,33,165.1
62,28,172.72
71,32,182.88
56,37,165.1
63,40,154.94
56,42,165.1
54,22,160.02
61,39,165.1
54,59,165.1
63,35,170.18
100,30,157.48
55,32,157.48
61,18,175.26
74,32,160.02
113,30,162.56
56,54,170.18
63,30,170.18
56,33,162.56
72,34,170.18
81,41,165.1
45,33,172.72
49,37,154.94
61,29,165.1
54,31,157.48
63,26,167.64
56,41,165.1
49,17,160.02
54,24,160.02
47,38,170.18
54,27,152.4
58,42,165.1
65,36,180.34
63,38,170.18
61,34,177.8
53,34,157.48
54,45,165.1
61,36,172.72
63,31,172.72
58,41,172.72
58,49,162.56
58,36,154.94
62,29,162.56
68,29,165.1
43,32,162.56
61,29,175.26
61,37,172.72
63,43,167.64
58,35,160.02
52,29,170.18
68,31,172.72
54,28,162.56
52,29,162.56
53,59,162.56
54,25,160.02
52,22,160.02
61,31,177.8
53,39,157.48
48,28,157.48
77,53,167.64
76,32,170.18
63,35,160.02
72,31,165.1
83,35,167.64
51,41,157.48
46,28,152.4
56,30,154.94
58,30,160.02
47,28,157.48
74,30,172.72
58,31,157.48
61,30,152.4
56,31,160.02
81,47,172.72
61,35,172.72
65,39,172.72
57,36,152.4
55,35,162.56
55,29,152.4
61,29,162.56
72,31,172.72
54,31,165.1
56,28,165.1
61,40,172.72
58,30,165.1
58,37,160.02
70,42,167.64
53,37,160.02
63,33,162.56
72,29,170.18
53,27,167.64
58,46,170.18
83,28,185.42
52,29,170.18
53,37,157.48
61,33,160.02
49,24,160.02
59,36,167.64
58,29,160.02
63,48,167.64
55,60,160.02
65,46,170.18
47,19,167.64
61,39,170.18
47,39,167.64
58,35,170.18
53,21,162.56
72,33,165.1
65,51,165.1
55,26,170.18
59,33,162.56
61,23,162.56
70,27,160.02
58,58,165.1
63,35,167.64
72,31,165.1
72,52,170.18
71,33,170.18
52,35,165.1
48,32,167.64
62,28,154.94
56,32,157.48
61,30,157.48
63,33,162.56
52,27,160.02
55,33,154.94
70,35,170.18
74,36,157.48
61,35,177.8
58,37,162.56
58,34,177.8
67,29,165.1
63,33,180.34
61,39,
58,34,175.26
68,40,175.26
63,32,165.1
68,35,162.56
52,55,157.48
61,29,167.64
92,32,177.8
63,29,175.26
65,48,154.94
68,27,170.18
68,28,165.1
56,35,165.1
61,23,162.56
60,38,160.02
58,31,157.48
60,40,172.72
61,36,177.8
68,25,175.26
58,29,162.56
58,40,170.18
58,34,162.56
57,35,162.56
56,28,167.64
61,35,167.64
63,28,175.26
54,68,170.18
68,39,167.64
63,43,165.1
58,31,175.26
63,29,167.64
62,49,172.72
61,28,157.48
63,30,172.72
72,57,172.72
54,48,167.64
47,42,154.94
65,41,180.34
58,23,157.48
53,30,167.64
58,47,162.56
68,32,157.48
53,28,165.1
65,30,170.18
61,29,157.48
72,31,154.94
69,22,162.56
54,27,157.48
56,42,175.26
65,29,160.02
56,30,157.48
77,30,167.64
50,40,160.02
51,30,157.48
55,32,167.64
81,28,177.8
58,27,157.48
74,35,175.26
86,30,172.72
79,29,180.34
97,34,162.56
58,38,175.26
61,28,162.56
79,43,175.26
63,27,170.18
57,38,165.1
63,31,165.1
61,35,177.8
74,33,157.48
54,22,165.1
99,28,182.88
86,41,160.02
58,32,162.56
68,37,160.02
56,27,160.02
54,27,165.1
47,36,170.18
48,30,154.94
56,30,157.48
58,31,167.64
60,25,165.1
63,31,172.72
79,39,172.72
78,36,172.72
58,30,157.48
53,42,162.56
56,33,152.4
61,51,172.72
68,44,157.48
63,29,162.56
47,35,157.48
58,34,170.18
56,30,165.1
63,34,165.1
79,31,172.72
58,53,157.48
52,25,165.1
40,37,147.32
68,40,172.72
53,29,157.48
58,32,160.02
65,35,170.18
54,23,170.18
63,32,175.26
64,34,165.1
81,47,160.02
61,33,177.8
56,34,157.48
61,49,162.56
68,22,172.72
51,31,160.02
49,35,152.4
71,46,172.72
51,68,165.1
54,34,154.94
52,35,154.94
69,28,157.48
71,33,170.18
63,32,172.72
49,33,157.48
58,43,175.26
61,34,162.56
65,34,162.56
56,22,165.1
63,25,160.02
57,28,170.18
56,,157.48
61,34,162.56
68,24,162.56
56,37,165.1
64,34,170.18
65,36,165.1
58,52,170.18
46,34,162.56
47,41,165.1
61,30,167.64
77,35,172.72
52,26,165.1
65,30,160.02
52,32,157.48
64,33,167.64
61,29,175.26
72,31,167.64
68,40,177.8
61,26,162.56
55,30,165.1
58,52,157.48
62,27,167.64
62,33,160.02
61,29,162.56
59,40,160.02
61,34,162.56
46,38,152.4
63,20,165.1
61,23,165.1
90,29,170.18
63,44,165.1
77,30,170.18
56,33,152.4
68,41,182.88
61,33,165.1
58,28,172.72
54,23,160.02
62,25,180.34
72,32,170.18
63,29,170.18
52,38,162.56
54,23,157.48
72,40,165.1
68,25,177.8
54,37,157.48
56,31,160.02
72,35,167.64
48,32,157.48
61,25,162.56
56,21,162.56
58,26,162.56
68,38,170.18
65,30,167.64
50,33,160.02
58,42,160.02
63,30,167.64
52,27,154.94
55,33,160.02
70,48,170.18
53,28,162.56
56,33,162.56
52,42,167.64
58,35,170.18
72,30,167.64
52,30,160.02
52,24,157.48
49,22,165.1
68,22,137.16
68,31,167.64
59,36,180.34
54,31,152.4
74,30,167.64
66,41,162.56
63,36,157.48
54,38,167.64
58,62,170.18
82,27,167.64
63,40,162.56
97,34,162.56
56,31,160.02
45,51,162.56
74,27,170.18
68,40,160.02
58,31,175.26
68,30,175.26
58,54,157.48
58,27,162.56
63,29,165.1
58,28,165.1
56,36,162.56
58,25,167.64
46,35,162.56
65,29,180.34
51,25,157.48
90,34,160.02
58,20,170.18
65,29,165.1
54,31,170.18
50,31,157.48
58,34,162.56
74,36,165.1
63,33,170.18
64,41,167.64
52,25,157.48
65,32,157.48
66,31,172.72
56,33,170.18
66,55,177.8
56,26,167.64
56,24,172.72
51,36,149.86
56,28,175.26
65,32,175.26
58,30,162.56
65,29,160.02
52,20,167.64
58,39,170.18
55,46,165.1
58,33,170.18
77,31,165.1
52,36,160.02
58,36,157.48
68,49,167.64
74,40,172.72
70,37,167.64
61,34,157.48
45,29,154.94
62,37,172.72
54,30,165.1
61,59,162.56
68,37,167.64
58,32,170.18
65,36,149.86
58,26,160.02
52,117,165.1
56,31,162.56
62,41,162.56
63,45,170.18
62,49,160.02
52,32,160.02
66,40,165.1
99,28,167.64
76,38,177.8
58,47,165.1
74,42,160.02
79,48,170.18
74,21,170.18
58,30,170.18
49,31,152.4
58,28,162.56
72,45,167.64
55,29,162.56
61,31,170.18
58,26,172.72
67,44,165.1
60,40,160.02
54,23,162.56
56,27,162.56
56,23,160.02
48,43,165.1
72,39,172.72
68,41,165.1
54,40,172.72
58,27,165.1
81,30,162.56
58,31,167.64
63,38,170.18
63,57,172.72
58,48,170.18
60,46,170.18
65,41,165.1
53,28,157.48
65,30,167.64
57,38,162.56
57,30,165.1
58,55,167.64
52,29,152.4
60,31,175.26
56,36,162.56
54,25,160.02
63,30,167.64
56,30,162.56
58,27,160.02
61,28,162.56
52,37,170.18
63,51,165.1
58,29,172.72
62,30,160.02
77,36,162.56
56,30,154.94
61,29,165.1
61,34,175.26
56,27,175.26
56,19,167.64
65,47,175.26
54,34,165.1
56,30,162.56
56,43,162.56
57,41,165.1
88,40,165.1
48,40,154.94
80,41,177.8
68,30,165.1
58,42,167.64
58,48,167.64
71,37,160.02
63,27,170.18
58,31,167.64
90,31,175.26
65,30,170.18
50,27,157.48
65,33,157.48
61,50,162.56
70,30,170.18
58,29,172.72
77,29,172.72
49,29,157.48
65,26,167.64
55,27,160.02
62,33,172.72
58,41,160.02
77,35,165.1
48,43,157.48
65,32,162.56
58,45,172.72
61,21,170.18
56,39,165.1
72,33,162.56
53,32,157.48
58,29,165.1
81,37,167.64
58,33,165.1
58,33,162.56
54,33,165.1
52,31,160.02
81,36,167.64
68,29,165.1
56,31,167.64
52,34,170.18
63,28,162.56
56,61,167.64
68,35,160.02
72,34,170.18
56,25,162.56
55,26,170.18
97,30,167.64
56,30,165.1
58,30,160.02
92,33,165.1
44,29,152.4
56,31,152.4
56,27,167.64
65,58,170.18
65,35,177.8
51,35,152.4
58,34,167.64
47,29,152.4
75,33,162.56
52,37,172.72
49,38,152.4
70,29,162.56
56,27,170.18
56,51,167.64
58,24,162.56
58,34,165.1
56,28,160.02
61,32,172.72
95,40,162.56
58,37,165.1
62,27,170.18
59,27,162.56
70,62,167.64
56,25,170.18
79,38,167.64
74,27,167.64
61,38,175.26
91,28,175.26
55,29,157.48
58,30,162.56
63,25,162.56
83,45,165.1
74,34,167.64
53,29,162.56
58,39,172.72
61,32,172.72
72,35,172.72
68,30,165.1
68,32,177.8
51,41,152.4
58,55,160.02
55,29,162.56
54,37,172.72
66,49,167.64
68,32,162.56
58,30,170.18
63,27,175.26
54,35,154.94
65,38,182.88
49,19,160.02
63,30,162.56
63,31,170.18
45,34,149.86
58,28,167.64
65,27,167.64
56,32,160.02
63,20,165.1
58,29,157.48
63,43,157.48
65,27,175.26
65,27,167.64
54,56,162.56
113,28,152.4
70,21,182.88
52,29,160.02
56,26,165.1
